Timestamp, AgeGroup,Gender,YearsExperience,Discipline,PolicyAwareness_NG,PolicyAwareness_NG_Code,PolicyAwareness_Global,PolicyAwareness_Global_Code,OrgAdoption,OrgAdoption_Code,PersonalAdoption,PersonalAdoption_Code,Sustainable_pratice_implemented,Adopt_Waste,Adopt_Water,Adopt_Energy,Adopt_GreenInfra,Adopt_ClimateDesign,AdoptionScore,Infrastructure_reliability,Infra_Water,Infra_Electricity,Infra_Waste,Infra_Sewer,Infra_Internet,InfraIndex,Critical_gaps,balanced_state,Region,ClimatePolicy_Familiarity,ClimatePolicy_Familiarity_Code,Paris_Target_Achievability,Paris_Target_Achievability_Code,observed_urban_changes ,Change_Flooding,Change_LandUse,Change_UrbanSprawl,Change_Temperature,Change_InformalSettlement,ChangeScore,Perceived_Professional_Impact_on_SUD,Perceived_Professional_Impact_on_SUD_code,Key_Contribution_Areas,Contrib_Waste,Contrib_Water,Contrib_Energy,Contrib_GreenInfra,Contrib_ClimateDesign,ContributionScore,Column 51,Column 52
2025-09-09 09:16:22,35 - 44,Male,6 - 10 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,1,0,1,2,Electricity,0,1,0,0,0,1,"Poor implementation by institutions, Not enough funding for green projects, Limited knowledge about renewable energy solutions",Abuja,North Central,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures",1,1,1,1,0,4,To a great extent,2,"Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,1,1,1,1,4,,
2025-09-09 09:20:14,35 - 44,Male,11 - 20 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,0,1,2,"Solid waste collection, Internet access",0,0,1,0,1,2,"Poor implementation by institutions, Unorganized infrastructure for water, waste, and energy, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",0,1,1,1,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-09 12:56:09,35 - 44,Female,6 - 10 years,Quantity Surveyors,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials), ",1,1,1,0,1,4,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Land-use change, Informal settlement expansion",0,1,0,0,1,2,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design, Creation of awareness in their various social niche. ",1,1,1,1,1,5,,
2025-09-10 16:18:22,25 - 34,Male,6 - 10 years,Architect,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Abuja,North Central,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",0,1,1,1,1,4,To a moderate extent,1,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-09-10 18:20:47,25 - 34,Male,6 - 10 years,Urban Planners,Expert level,3,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Expert level,3,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-10 20:37:42,25 - 34,Male,0 -2 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,0,1,0,2,"Solid waste collection, Sewerage/drainage",0,0,1,1,0,2,"Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Regional inequality in infrastructure or service delivery",Kano,North West,Not familiar,0,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,"Energy Efficiency, Green Infrastructure",0,0,1,1,0,2,,
2025-09-10 21:25:46,25 - 34,Male,0 -2 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,0,0,1,1,Sewerage/drainage,0,0,0,1,0,1,Lack of awareness about sustainability policies,Port-Harcourt,South South,Very familiar,2,"Yes, but only with significant efforts and external support",3,Increased flooding,1,0,0,0,0,1,To a great extent,2,Waste Management,1,0,0,0,0,1,,
2025-09-10 21:52:15,35 - 44,Female,11 - 20 years,Architect,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,Electricity,0,1,0,0,0,1,"Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Rising temperatures, Informal settlement expansion",1,0,0,1,1,3,To a great extent,2,"Green Infrastructure, Climate-resilient Design, Climate smart design and development of resilient communities",0,0,0,1,1,2,,
2025-09-11 10:01:31,25 - 34,Female,6 - 10 years,Architect,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,1,1,0,0,3,"Solid waste collection, Sewerage/drainage",0,0,1,1,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,Increased flooding,1,0,0,0,0,1,To a great extent,2,"Water Conservation, Energy Efficiency, Climate-resilient Design",0,1,1,0,1,3,,
2025-09-11 10:04:08,25 - 34,Male,3 - 5 years,Quantity Surveyors,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,0,1,4,"Electricity, Solid waste collection, Internet access",0,1,1,0,1,3,"Poor implementation by institutions, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy",Delta,South South,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Urban sprawl, Rising temperatures, Informal settlement expansion",1,0,1,1,1,4,To a great extent,2,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-09-11 10:26:10,25 - 34,Female,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Electricity, Internet access",1,1,0,0,1,3,"Poor implementation by institutions, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure",1,0,1,1,0,3,,
2025-09-11 10:45:18,25 - 34,Male,6 - 10 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,1,1,4,"Clean water supply, Electricity, Solid waste collection, Internet access",1,1,1,0,1,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Kaduna,North West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion, Land and water pollution",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-11 15:14:13,25 - 34,Male,3 - 5 years,Real Estate Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-11 22:48:01,25 - 34,Female,3 - 5 years,Environmental Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,Solid waste collection,0,0,1,0,0,1,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,Increased flooding,1,0,0,0,0,1,To a great extent,2,Climate awareness ,0,0,0,0,1,1,,
2025-09-12 08:08:20,35 - 44,Male,11 - 20 years,Quantity Surveyors,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,0,0,1,3,"Solid waste collection, Internet access",0,0,1,0,1,2,"Poor implementation by institutions, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,Increased flooding,1,0,0,0,0,1,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-09-12 09:49:47,35 - 44,Male,11 - 20 years,Project Managers,Expert level,3,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,1,1,4,"Clean water supply, Sewerage/drainage",1,0,0,1,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Regional inequality in infrastructure or service delivery",Abuja,North Central,Not familiar,0,"Yes, definitely achievable",4,"Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",0,1,1,1,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-12 13:03:10,25 - 34,Male,3 - 5 years,Architect,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,0,1,4,"Clean water supply, Electricity",1,1,0,0,0,2,"Unorganized infrastructure for water, waste, and energy, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl",1,1,1,0,0,3,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-12 13:07:02,25 - 34,Male,0 -2 years,Engineers,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,0,1,4,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Umuahia,South East,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Land-use change, Informal settlement expansion",0,1,0,0,1,2,To a great extent,2,"Waste Management, Green Infrastructure, Climate-resilient Design",1,0,0,1,1,3,,
2025-09-12 13:08:05,25 - 34,Male,6 - 10 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,1,1,1,1,4,"Clean water supply, Sewerage/drainage",1,0,0,1,0,2,"Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Informal settlement expansion",1,1,0,0,1,3,To a great extent,2,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-09-12 14:44:18,25 - 34,Female,3 - 5 years,Project Managers,Not familiar,0,"Yes, i am very familiar",2,"Yes, to some extent",1,"No, but I am interested in adopting sustainable practices.",1,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",0,0,1,0,0,1,"Electricity, Solid waste collection, Sewerage/drainage, Internet access",0,1,1,1,1,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy",Abuja,North Central,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Informal settlement expansion",1,1,1,0,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-12 18:11:22,25 - 34,Male,6 - 10 years,Quantity Surveyors,Expert level,3,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Low government support for sustainability, Weak public involvement in sustainability efforts",Enugu,South East,Somewhat familiar,1,"No, the goals are unrealistic or unachievable",0,"Increased flooding, Urban sprawl, Rising temperatures, Informal settlement expansion",1,0,1,1,1,4,To a moderate extent,1,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-12 18:24:19,25 - 34,Male,6 - 10 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,"Clean water supply, Electricity",1,1,0,0,0,2,"Lack of awareness about sustainability policies, Not enough funding for green projects",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Land-use change, Urban sprawl",0,1,1,0,0,2,To a moderate extent,1,Waste Management,1,0,0,0,0,1,,
2025-09-12 20:07:15,25 - 34,Male,6 - 10 years,Engineers,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"No, but I am interested in adopting sustainable practices.",1,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems)",1,1,0,0,0,2,"Clean water supply, Sewerage/drainage",1,0,0,1,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abia State,South East,Not familiar,0,I am unsure or do not have enough information on the topic.,2,"Land-use change, Urban sprawl",0,1,1,0,0,2,To a moderate extent,1,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-13 14:54:15,35 - 44,Male,Over 20 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,0,1,4,"Electricity, Solid waste collection, Sewerage/drainage, Internet access",0,1,1,1,1,4,"Poor implementation by institutions, Low government support for sustainability, Weak public involvement in sustainability efforts",Port-Harcourt,South South,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Informal settlement expansion",1,1,1,0,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-13 18:12:38,35 - 44,Male,11 - 20 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,0,1,2,"Electricity, Sewerage/drainage, Internet access",0,1,0,1,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,I am unsure or do not have enough information on the topic.,2,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Green Infrastructure, Climate-resilient Design",1,1,0,1,1,4,,
2025-09-14 15:41:47,25 - 34,Male,6 - 10 years,Urban Planners,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"No, but I am interested in adopting sustainable practices.",1,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,1,1,0,0,3,"Solid waste collection, Sewerage/drainage",0,0,1,1,0,2,"Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy",Abuja,North Central,Not familiar,0,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Informal settlement expansion",1,1,1,0,1,4,To a moderate extent,1,"Waste Management, Water Conservation, Climate-resilient Design",1,1,0,0,1,3,,
2025-09-16 07:58:48,25 - 34,Male,6 - 10 years,Quantity Surveyors,Very familiar,2,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,"Clean water supply, Internet access",1,0,0,0,1,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,"Waste Management, Energy Efficiency, Climate-resilient Design",1,0,1,0,1,3,,
2025-09-16 10:52:51,25 - 34,Male,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Uyo,South South,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Urban sprawl, Informal settlement expansion",1,0,1,0,1,3,To a great extent,2,"Waste Management, Water Conservation, Climate-resilient Design",1,1,0,0,1,3,,
2025-09-16 20:35:22,45 - 54,Male,11 - 20 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,1,0,1,0,3,"Clean water supply, Internet access",1,0,0,0,1,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Port-Harcourt,South South,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion, Wide scale deforestation ",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-16 22:36:54,25 - 34,Male,3 - 5 years,Engineers,Very familiar,2,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Solid waste collection",1,0,1,0,0,2,"Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability",Abuja,North Central,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change",1,1,0,0,0,2,To a moderate extent,1,"Waste Management, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,0,1,1,1,4,,
2025-09-17 11:04:46,25 - 34,Male,0 -2 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,0,0,1,0,1,Clean water supply,1,0,0,0,0,1,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Osun,South West,Somewhat familiar,1,"Yes, definitely achievable",4,"Increased flooding, Land-use change, Rising temperatures",1,1,0,1,0,3,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
